#Gene_name	LTL331_pre_Cx (bio1)	LTL331_pre_Cx (bio2)	LTL331_Cx_8wk	LTL331_Cx_12wk	LTL331_Cx_relapsed_NEPC (bio1)	LTL331_Cx_relapsed_NEPC (bio2)
TUBGCP5	2287 	1682 	1346 	1214 	3504 	3631 
MRFAP1L1	5987 	4547 	3413 	3221 	4288 	5213 
ATP6AP1	12582 	11725 	9005 	7433 	8572 	7135 
B3GNT1	1381 	1120 	1183 	765 	2114 	1799 
RCC1	3055 	4217 	2664 	2225 	3637 	4705 
DEAF1	2227 	1908 	1507 	1265 	1521 	1316 
SMIM7	6279 	4545 	3489 	3313 	4167 	4554 
SMIM19	882 	431 	415 	402 	439 	475 
TMEM134	4798 	3149 	2855 	2433 	2675 	2033 
BRI3BP	2286 	3378 	2620 	1734 	6779 	6273 
CPNE4	16421 	14283 	21021 	9401 	10 	7 
CDC42EP2	869 	456 	356 	406 	1726 	2348 
EPPK1	4527 	16672 	8595 	6492 	8632 	5017 
ACAP3	6201 	5043 	4357 	3444 	23193 	12307 
ADIPOR2	5360 	3283 	2680 	2647 	4254 	4484 
MOSPD3	1738 	980 	946 	833 	936 	897 
RPL15	55269 	34614 	34049 	27536 	30365 	30816 
ADPRHL2	2879 	1595 	1356 	1371 	3665 	2585 
FAM162A	5380 	2775 	3441 	2499 	1591 	2475 
YIPF3	8194 	6331 	5248 	4452 	6622 	5701 
C19orf25	3200 	1842 	1488 	1546 	2599 	2333 
UBL4A	4115 	3483 	2994 	2330 	3797 	3558 
THAP4	3555 	3115 	2133 	2045 	2086 	2088 
CLSPN	208 	645 	428 	262 	1966 	2556 
DHRSX	1462 	1090 	682 	783 	736 	702 
C4orf46	1402 	1525 	1058 	898 	3423 	3959 
SCO1	2180 	2065 	1497 	1303 	1175 	1439 
MRPL50	1838 	1261 	1055 	951 	1414 	1619 
LAMTOR5	4083 	2973 	2378 	2166 	2150 	2549 
CFL2	2064 	2160 	1551 	1297 	3305 	2912 
C1orf123	3555 	1826 	2028 	1652 	3639 	2916 
TTC7B	969 	1265 	1043 	686 	835 	825 
DCTN3	3426 	2721 	2540 	1887 	4277 	4168 
SHC2	7134 	2303 	2256 	2898 	11094 	4047 
URM1	3821 	2778 	2333 	2027 	2813 	3012 
CPNE7	30 	72 	32 	31 	11 	6 
GLTSCR2	9966 	6784 	5481 	5146 	6141 	6978 
ASF1A	2303 	1456 	1393 	1155 	1329 	1423 
PPP2CA	12053 	10392 	7322 	6899 	9460 	12437 
MESDC1	1964 	2034 	1022 	1229 	2587 	3120 
HINT2	2116 	1300 	1429 	1050 	1518 	1534 
MCRS1	3891 	2562 	2185 	1984 	4202 	4659 
IMP3	3581 	2270 	1779 	1799 	1842 	2066 
TECR	11665 	6951 	6729 	5725 	9215 	6683 
IPO4	685 	395 	332 	332 	601 	624 
TMEM129	4388 	5134 	4109 	2930 	4707 	4246 
C11orf84	1623 	1192 	985 	866 	2235 	2438 
DAXX	3531 	3231 	2343 	2081 	5134 	6146 
C14orf169	44 	62 	24 	32 	57 	78 
SLC25A38	2737 	1642 	1592 	1348 	1360 	1496 
PCBP1	14464 	11829 	9293 	8093 	14235 	16671 
ADM2	902 	652 	449 	478 	299 	609 
ATP13A2	4705 	4471 	3910 	2825 	6799 	5759 
GTF2A2	2725 	1714 	1558 	1367 	2569 	2563 
PTRH2	1899 	2470 	1404 	1346 	1389 	2386 
VPS37B	5052 	3977 	2309 	2781 	4357 	4525 
C1QTNF4	88 	53 	58 	44 	73 	63 
NFU1	1866 	974 	942 	875 	1000 	956 
ZNF688	1870 	1086 	956 	911 	1623 	1444 
C19orf57	832 	439 	441 	392 	1435 	1053 
ATAD2	7450 	12109 	7153 	6029 	21398 	22574 
FAM57A	1833 	1783 	1216 	1115 	3371 	3473 
HDDC2	1248 	813 	835 	635 	326 	429 
EPN1	8763 	7448 	5059 	4999 	7478 	6624 
PCDH7	1242 	3799 	5873 	1554 	182 	110 
KARS	2955 	2287 	1604 	1617 	1984 	2622 
PRR13	3377 	1925 	1781 	1636 	629 	828 
GALK1	1106 	1340 	938 	755 	570 	749 
C12orf29	1839 	1783 	1078 	1118 	1909 	2141 
FUNDC2	4164 	2804 	3515 	2151 	3307 	3361 
C9orf37	1472 	1044 	926 	776 	1192 	1124 
GPR137C	1384 	842 	603 	687 	5276 	1937 
CEBPA	116 	196 	115 	96 	14 	19 
METTL5	1855 	1224 	1015 	951 	741 	1090 
RPS27	38234 	20105 	22069 	18017 	8790 	18002 
NDNL2	1700 	668 	676 	731 	820 	1039 
MXRA8	996 	1442 	984 	753 	874 	605 
THEM6	2835 	3027 	2571 	1811 	3294 	3556 
MAPK12	1471 	1286 	1057 	852 	6446 	3711 
FBLIM1	4428 	4260 	2174 	2685 	1962 	2757 
RPS10	19501 	17224 	11816 	11350 	6306 	14492 
DNASE1L1	3233 	3729 	2375 	2152 	2469 	2100 
ATP6V1G2	65 	74 	106 	43 	627 	656 
MRPL4	2434 	2285 	1803 	1459 	1659 	2040 
CENPH	850 	564 	461 	437 	1915 	1698 
FDX1L	358 	193 	214 	170 	215 	203 
ABT1	1578 	1051 	822 	813 	1147 	1511 
TDP1	1634 	1542 	1081 	983 	3240 	3181 
TESK2	4245 	6288 	4912 	3260 	3071 	2239 
UBE3A	7904 	4777 	3825 	3925 	7992 	8699 
SEP15	11741 	7497 	5977 	5955 	5969 	5286 
NSA2	3563 	2908 	2178 	2003 	2633 	3027 
MICALL1	1716 	2108 	1279 	1184 	1794 	2708 
PFDN1	3425 	1926 	1726 	1657 	2644 	3511 
EGFL7	1277 	975 	897 	697 	213 	147 
RAB2A	15472 	11584 	9163 	8379 	18959 	22224 
GOLGA6L4	20 	68 	24 	27 	30 	35 
RFX1	1866 	1745 	1355 	1119 	2682 	2760 
JMJD4	1510 	963 	719 	767 	1051 	988 
PXDNL	0 	19 	30 	6 	5 	4 
ST3GAL3	1217 	790 	812 	622 	856 	749 
MCF2L-AS1	169 	82 	117 	78 	48 	63 
YARS2	898 	758 	470 	513 	675 	783 
MALSU1	936 	614 	525 	481 	685 	864 
RABGGTB	3889 	3043 	1971 	2150 	2501 	3322 
HNRNPM	10668 	12691 	9018 	7247 	16281 	21922 
LEPREL4	3967 	5693 	3990 	2997 	1419 	1543 
SRCRB4D	55 	22 	32 	24 	36 	44 
MANBAL	3788 	1804 	1863 	1736 	3129 	2664 
ZNF259	1262 	911 	676 	675 	950 	1314 
NUDT22	1067 	1104 	822 	674 	1012 	783 
OSBPL5	1747 	2526 	1640 	1327 	3744 	1423 
PAK4	12310 	11366 	8323 	7352 	7663 	8113 
ARF5	5689 	4057 	3768 	3027 	4167 	3644 
IMPG1	164 	559 	206 	225 	402 	215 
TARBP2	1855 	1323 	1081 	987 	1397 	1413 
SNX22	1023 	782 	700 	561 	2095 	1562 
ZBTB42	2515 	2686 	1838 	1616 	441 	419 
NARFL	3326 	2654 	1912 	1858 	2231 	1943 
POLR3E	4943 	6605 	4016 	3588 	2431 	3476 
ZNF467	1968 	1344 	1003 	1029 	2855 	1841 
TMEM177	855 	731 	572 	493 	533 	598 
JMJD8	4757 	2806 	2339 	2351 	4590 	3634 
STX5	5576 	3284 	3283 	2755 	2029 	2043 
GPAA1	15890 	14084 	10455 	9321 	18438 	13847 
NIP7	755 	670 	447 	443 	484 	722 
LYNX1	465 	481 	400 	294 	66 	37 
TSPAN9	7663 	4280 	3860 	3715 	2599 	2259 
SARNP	434 	261 	227 	216 	268 	301 
ULK3	11308 	8443 	6670 	6149 	8469 	5960 
MCTP2	1505 	2000 	909 	1091 	613 	905 
BAK1	1697 	1455 	1115 	981 	1565 	1651 
ABHD14A	1306 	733 	889 	635 	547 	436 
CIDECP	640 	427 	399 	332 	702 	813 
TAF10	2308 	1097 	1148 	1061 	1798 	1471 
TNIP2	1598 	1478 	984 	958 	804 	658 
NCAPD2	3806 	3312 	2457 	2217 	13269 	14911 
VPS26B	8645 	10683 	6895 	6021 	5957 	6147 
GHDC	3144 	3113 	2155 	1950 	1188 	939 
COMMD9	1125 	594 	526 	536 	1350 	1062 
TCTEX1D2	1098 	446 	513 	481 	1062 	735 
LY6G6C	52 	31 	41 	26 	70 	87 
MPC1	1281 	717 	778 	623 	1172 	896 
NTAN1	1883 	708 	790 	808 	1003 	704 
DLD	4168 	4393 	2768 	2670 	3295 	3610 
ZNF695	130 	132 	86 	82 	498 	707 
ACTL6A	3798 	3818 	2648 	2376 	5625 	6424 
DYNC1LI1	3188 	2957 	1906 	1918 	4812 	5178 
PPP1R11	4051 	2402 	1943 	2015 	3442 	3441 
C17orf100	42 	56 	34 	31 	49 	44 
KIAA1199	1887 	2626 	1828 	1409 	2781 	2298 
SLC25A21-AS1	660 	501 	415 	363 	493 	445 
GRSF1	7384 	6904 	4955 	4462 	5777 	6599 
TULP3	3690 	1974 	1522 	1769 	3164 	3140 
PPP1R1C	167 	63 	62 	72 	1751 	1562 
CTDNEP1	4184 	2454 	2210 	2074 	3887 	3801 
NUFIP1	431 	287 	260 	224 	205 	357 
SLC35A5	1793 	1720 	1230 	1098 	2316 	2050 
EIF3G	5712 	4655 	3715 	3240 	4227 	5022 
C4orf3	9813 	5999 	5434 	4943 	5005 	3911 
SOBP	3772 	2125 	3763 	1844 	1958 	1555 
TCN2	263 	20 	52 	89 	451 	390 
C1orf35	1734 	1035 	975 	866 	1762 	1754 
TNNI3	187 	151 	77 	106 	1711 	821 
RTEL1	344 	516 	278 	269 	809 	507 
CD302	473 	789 	459 	395 	34 	27 
MVB12A	2250 	1417 	1234 	1148 	1176 	1090 
NGRN	3881 	3522 	2506 	2319 	4500 	4232 
ZNF205	1925 	1054 	892 	933 	1577 	1533 
DEFB132	62 	85 	45 	46 	0 	0 
RHPN1	10242 	7623 	6386 	5597 	11013 	3716 
PTP4A3	1666 	1301 	941 	930 	2677 	2270 
NIPSNAP1	2822 	2896 	2234 	1792 	2730 	3156 
CDC34	2501 	1209 	1308 	1162 	3083 	2330 
AQP9	2801 	2570 	1575 	1683 	1939 	2453 
GABARAP	2326 	1418 	1152 	1174 	1160 	1300 
SLC25A5-AS1	247 	173 	172 	132 	178 	191 
SOX12	6740 	5489 	5185 	3833 	7735 	7381 
ORAI3	1494 	815 	847 	724 	259 	175 
COPS6	5486 	4192 	3992 	3035 	4295 	4649 
SS18L1	3776 	4148 	3024 	2485 	6666 	6721 
MYPOP	925 	499 	475 	447 	961 	727 
DNAJB9	1238 	894 	600 	669 	1133 	1185 
HID1	16080 	21838 	18019 	11896 	38187 	20236 
PMS2P1	418 	380 	305 	250 	293 	296 
NEK3	918 	712 	376 	512 	438 	410 
PAIP1	5340 	4840 	3722 	3195 	3546 	3997 
TMEM186	894 	630 	497 	478 	587 	661 
VPS4A	3208 	2523 	1952 	1799 	2816 	3148 
NRM	1745 	1021 	1253 	869 	3823 	3449 
ZDHHC4	2571 	1823 	1592 	1380 	2850 	2580 
TMEM18	2904 	2084 	1839 	1567 	2164 	2348 
VARS	4318 	5213 	3809 	2994 	7568 	9564 
UBXN1	3764 	2620 	2169 	2006 	2819 	3512 
DLAT	3569 	4012 	2376 	2382 	2922 	4291 
NSUN5P2	488 	292 	230 	245 	172 	198 
CITF22-92A6.1	118 	100 	84 	69 	252 	192 
ATP6V0D1	2232 	1652 	1166 	1221 	1617 	1653 
WBP5	6109 	3363 	4014 	2978 	2296 	2012 
ATP6V1H	3675 	3354 	2785 	2210 	2697 	2791 
ARPC2	9127 	6596 	5253 	4944 	5769 	5958 
COX5A	4794 	2190 	2079 	2196 	3188 	2994 
ING4	3086 	1347 	1506 	1394 	1366 	1533 
MERTK	2387 	2355 	1796 	1492 	240 	315 
NR2C2AP	1209 	761 	758 	620 	704 	699 
TFAP2A-AS1	215 	65 	97 	88 	250 	197 
RAP1GAP	8555 	6912 	5604 	4866 	8449 	3870 
SVIP	4224 	3644 	3192 	2476 	5997 	6779 
RPIA	1003 	736 	582 	547 	767 	806 
SMC2	2705 	5653 	3288 	2631 	12567 	12999 
RAB30	4031 	3786 	1999 	2461 	2202 	3292 
CORO2A	8173 	9494 	4014 	5563 	28504 	20138 
RFXAP	637 	555 	400 	375 	625 	583 
DLX5	160 	137 	72 	94 	1229 	1350 
EDA	300 	807 	697 	349 	49 	156 
CBR3	1466 	762 	744 	702 	81 	68 
RPL17	3798 	4374 	2938 	2574 	1601 	2979 
MED10	1286 	790 	615 	654 	785 	1041 
DECR1	4727 	2837 	2378 	2382 	996 	1088 
ACYP2	1041 	407 	548 	456 	351 	281 
ARRDC1	8786 	8044 	5358 	5302 	3146 	2333 
ZGLP1	657 	263 	349 	290 	359 	219 
FBXL5	10169 	9120 	7063 	6077 	8047 	7227 
EAF2	110 	37 	70 	46 	61 	69 
GNAL	1410 	747 	540 	680 	581 	445 
NT5C3B	4645 	3833 	3011 	2672 	2731 	2893 
BAG3	1635 	1390 	881 	953 	185 	292 
LGALSL	2917 	3307 	1838 	1962 	445 	1121 
ETFA	4155 	3676 	2818 	2469 	2545 	3097 
CHMP7	1907 	1566 	1265 	1095 	1699 	1739 
RTCA	2676 	1831 	1563 	1422 	1145 	1141 
SSTR5	262 	437 	339 	220 	60 	14 
MRPL37P1	129 	94 	90 	70 	5 	8 
TTYH3	14321 	17643 	10449 	10082 	24552 	26627 
GET4	498 	614 	349 	351 	568 	742 
LYG1	170 	67 	107 	75 	232 	131 
C10orf2	540 	615 	423 	365 	478 	717 
SLC35C2	4971 	3586 	2914 	2700 	2387 	2029 
RPSAP9	75 	48 	32 	39 	32 	18 
ADCY10	33 	20 	23 	17 	30 	23 
CEP89	7168 	4051 	3347 	3542 	4602 	3842 
TMPRSS4	865 	1555 	247 	764 	2208 	996 
ACTR6	1711 	1147 	969 	902 	1643 	1593 
PLIN3	4431 	4824 	3303 	2923 	836 	1000 
DRG1	1519 	1062 	896 	815 	2728 	3569 
WDR61	4883 	2781 	2785 	2421 	2607 	2505 
GTF2F2	679 	478 	429 	365 	778 	779 
ADD2	2492 	3676 	3103 	1949 	5125 	7519 
SDCCAG3	2458 	2321 	1615 	1510 	1977 	2174 
UPP1	279 	124 	135 	127 	1307 	1142 
DCAF13	3550 	4202 	2632 	2450 	3606 	4739 
TIAM1	3140 	7152 	2731 	3254 	10080 	9249 
C1orf50	928 	499 	577 	451 	546 	617 
ARVCF	2656 	2765 	1948 	1714 	3493 	2672 
C6orf57	1173 	784 	685 	619 	693 	554 
IL11	88 	59 	69 	46 	40 	69 
NPPA-AS1	331 	249 	232 	184 	554 	327 
CCT4	9004 	7851 	6675 	5332 	6651 	8155 
CCDC109B	938 	962 	651 	601 	6319 	5157 
MRPL11	1732 	824 	1014 	809 	1935 	1552 
SNRPD3	3704 	3267 	2422 	2206 	5347 	5961 
ZNF367	1522 	1671 	1517 	1011 	5015 	5100 
RCN2	8302 	6790 	5934 	4777 	5680 	4884 
MRPL39	880 	688 	498 	497 	844 	967 
GEMIN7	1069 	527 	486 	506 	1099 	982 
SBDS	3366 	2457 	1986 	1845 	1885 	1889 
CSNK1E	8231 	5833 	4214 	4456 	19502 	19992 
RILPL1	895 	907 	700 	571 	295 	275 
FAM69B	1181 	1748 	968 	928 	2435 	2160 
PTPRG-AS1	168 	265 	129 	138 	661 	453 
GHc-362H12.3	37 	73 	36 	35 	160 	171 
CCM2	2219 	1324 	1244 	1123 	3498 	3090 
MAPK15	320 	351 	195 	213 	3821 	2093 
DSTN	26818 	15388 	14337 	13392 	9515 	8616 
PRKCSH	23511 	16613 	15200 	12732 	17302 	13091 
REXO2	6498 	5588 	3238 	3836 	252 	339 
YKT6	5025 	4378 	3098 	2984 	6401 	6929 
C5orf30	3194 	2207 	3371 	1714 	1435 	1192 
WLS	11482 	14120 	7951 	8128 	474 	1203 
TMED5	7123 	8131 	6312 	4844 	4703 	4051 
SERP1	28609 	21864 	18385 	16028 	6600 	7803 
PES1	1321 	1155 	894 	786 	2818 	4068 
CENPB	4807 	3936 	3248 	2777 	7135 	7189 
TIMM50	4090 	2856 	2730 	2207 	3778 	4485 
TUBA1B	18110 	22880 	16794 	13023 	69623 	65628 
ZBTB45	2228 	2316 	1683 	1444 	1808 	2285 
ADAM33	59 	98 	38 	50 	17 	10 
ZNF653	650 	501 	353 	366 	802 	930 
VPS9D1	1409 	1017 	875 	772 	609 	483 
HNRNPUL2-BSCL2	33 	27 	21 	19 	33 	64 
PAX9	2742 	3203 	2019 	1891 	210 	191 
HDAC2	8334 	6807 	5313 	4817 	16286 	19352 
ITFG2	1693 	930 	925 	835 	2466 	2511 
CDIPT-AS1	44 	22 	40 	21 	358 	224 
KIAA1279	9938 	8406 	6690 	5846 	9255 	8006 
NUS1	3420 	4078 	2820 	2390 	2013 	2912 
GPATCH4	2300 	1924 	1435 	1347 	1512 	2500 
DCTN2	6773 	5507 	4435 	3915 	8048 	7448 
TTC32	1031 	612 	611 	524 	575 	769 
MCEE	770 	566 	515 	426 	431 	369 
MRPL16	2202 	1586 	1366 	1208 	1175 	1281 
STK11	6419 	5637 	4142 	3845 	6907 	5932 
EIF5A2	446 	636 	403 	345 	483 	548 
TPMT	2365 	2324 	1676 	1496 	516 	768 
MINA	1775 	1964 	1198 	1193 	1091 	1330 
PSMB1	8172 	6563 	4800 	4702 	5379 	7140 
HIST1H2BF	32 	41 	26 	23 	63 	51 
SUMO1	8366 	5034 	4531 	4277 	5262 	4759 
RNMTL1	942 	841 	674 	569 	796 	1033 
EEF2	117409 	172426 	113848 	92519 	96533 	123932 
ZNF408	390 	353 	310 	237 	375 	387 
DKFZP761K2322	49 	56 	59 	34 	56 	83 
ADPRH	996 	1201 	621 	702 	238 	299 
DCK	2386 	2487 	1863 	1557 	3790 	3663 
CMTM7	1621 	1092 	793 	867 	2018 	595 
PSMB2	3286 	2930 	1961 	1986 	3239 	4074 
RHEB	6664 	4313 	3045 	3508 	6239 	5745 
CACNA2D1	2603 	5609 	2446 	2625 	3029 	4295 
FXN	434 	380 	339 	260 	699 	814 
CNP	9002 	10027 	7778 	6086 	6101 	6989 
UBE2E2	2568 	2039 	1540 	1474 	235 	228 
LYSMD2	955 	545 	555 	480 	2077 	1522 
PABPN1	8710 	6237 	5978 	4783 	8425 	7149 
NAT14	1036 	781 	596 	581 	3304 	2316 
TYRO3	731 	1140 	657 	599 	237 	254 
RPP40	187 	130 	122 	101 	133 	180 
RTN4	20229 	15989 	13437 	11595 	15542 	14064 
KRT10	3356 	1813 	1636 	1655 	1959 	2189 
RTFDC1	4509 	3162 	2766 	2456 	3430 	3403 
PPP4C	5007 	3483 	3023 	2718 	3725 	4036 
TMBIM4	4474 	2813 	2522 	2333 	1739 	1524 
HACL1	3315 	2415 	2575 	1835 	1511 	1779 
GABARAPL1	3957 	1468 	1399 	1737 	1526 	1044 
NDUFV3	3461 	2902 	2296 	2038 	2742 	2898 
PDCD2	3261 	2546 	2022 	1860 	2445 	2924 
SLC37A4	4833 	4213 	2894 	2898 	4273 	3678 
SNX7	2142 	1513 	806 	1171 	274 	279 
FLOT2	13214 	15551 	12120 	9218 	7560 	6781 
SLC25A11	3636 	2575 	2467 	1991 	3592 	3464 
SMNDC1	1225 	822 	710 	656 	1296 	1196 
RAB11B	11273 	7506 	6764 	6020 	9026 	7917 
ESRRA	792 	813 	474 	514 	880 	1276 
LYPLAL1	2069 	967 	976 	973 	688 	556 
MRPS7	3679 	3474 	2818 	2294 	2138 	2476 
TRMT2A	1693 	1286 	1026 	955 	2970 	2721 
CAPN15	4201 	4601 	3230 	2823 	7528 	5453 
STRN4	11569 	13205 	8736 	7948 	15132 	16996 
C9orf147	14 	44 	47 	19 	46 	49 
ZFAND2A	556 	354 	294 	292 	423 	471 
DDIT3	1121 	559 	563 	539 	408 	669 
GPR143	570 	266 	301 	268 	477 	162 
MTMR2	3690 	5241 	2813 	2867 	5488 	5646 
RNPEPL1	7046 	5338 	4133 	3975 	4524 	4531 
REEP5	9906 	9289 	6904 	6164 	4654 	4317 
GPR89A	568 	394 	345 	309 	282 	296 
AAGAB	4250 	3707 	2505 	2556 	3398 	3446 
ELOVL7	2861 	5071 	2415 	2548 	643 	489 
DCTD	4224 	3325 	2606 	2425 	3175 	3371 
GPSM2	1707 	2503 	1747 	1353 	18037 	13679 
UCHL5	2515 	2893 	1896 	1738 	2750 	3141 
TMEM199	1425 	1239 	829 	856 	1295 	1509 
TMEM258	2984 	1829 	2004 	1547 	1540 	2556 
PTOV1	20035 	13167 	13649 	10675 	15733 	12375 
ZFAND4	1580 	2271 	1051 	1238 	2334 	1847 
TMEM254	25773 	21223 	15903 	15112 	5691 	4808 
MLLT11	1544 	1210 	1060 	885 	9843 	10999 
CBFB	2387 	1747 	1324 	1330 	2705 	2390 
OXSM	1331 	989 	808 	746 	666 	641 
SLC39A1	4969 	5806 	3854 	3466 	1148 	1480 
TMEM70	2132 	1591 	1094 	1198 	1838 	2204 
OCRL	10044 	14912 	9105 	8030 	4198 	4793 
KLF6	5144 	5657 	2659 	3475 	5548 	6013 
OXA1L	9193 	7301 	5597 	5307 	5754 	6640 
UBE2L3	4004 	3000 	2287 	2254 	4584 	5315 
EIF2A	5064 	4322 	3248 	3021 	4685 	5447 
FNDC5	53 	162 	88 	69 	162 	336 
UBE2E1	3533 	2743 	1728 	2020 	884 	955 
GTPBP4	3072 	2952 	1957 	1939 	2989 	4532 
EIF4A3	6831 	8560 	6157 	4954 	6696 	8400 
SNHG12	1326 	911 	696 	720 	1166 	1753 
HDGF	9665 	8236 	5092 	5765 	20889 	20161 
BOD1	3678 	2038 	2012 	1841 	2066 	2120 
TBX5-AS1	101 	124 	104 	73 	2 	2 
ORMDL2	1987 	1483 	1232 	1118 	1218 	1224 
KIF12	464 	375 	171 	270 	471 	379 
TRUB2	2151 	2157 	1602 	1388 	1133 	1405 
NKX2-3	29 	75 	49 	34 	0 	0 
ITIH2	50 	7 	22 	19 	14 	10 
CDC7	3636 	2776 	2369 	2067 	7185 	6046 
EPCAM	28587 	16235 	14206 	14452 	11575 	9238 
TMEM27	214 	117 	130 	107 	92 	85 
MRPS16	13015 	12569 	9288 	8252 	13105 	13390 
PVRL2	20074 	17787 	13683 	12213 	2812 	2569 
GGPS1	4544 	3490 	2857 	2592 	2971 	2887 
ZFAND2B	1700 	999 	891 	871 	1649 	1742 
ZNF30	1172 	797 	909 	636 	408 	463 
COPS4	3635 	2568 	2340 	2003 	3291 	3443 
PDRG1	1538 	1014 	976 	824 	2088 	2631 
ME3	1916 	1659 	1256 	1155 	1187 	851 
KIF20B	740 	1382 	791 	685 	2555 	2871 
VEGFA	17188 	7355 	3602 	7926 	6649 	7574 
SSX2IP	4130 	5185 	3050 	3009 	11470 	12309 
CCNE1	544 	396 	438 	304 	1244 	663 
TTC1	2738 	1459 	1303 	1357 	1861 	1709 
NXN	6567 	4637 	2993 	3622 	2472 	1693 
C12orf75	3262 	2092 	1618 	1731 	4529 	2667 
EPT1	6329 	11185 	5658 	5662 	11551 	12445 
SYNE4	2777 	2265 	2099 	1631 	2336 	882 
RAB3IP	5237 	5444 	3256 	3454 	7244 	9020 
FASTK	6920 	4759 	4401 	3777 	5468 	4449 
GNAI3	7004 	5951 	4313 	4191 	4779 	5944 
RAB1A	7859 	6193 	4400 	4546 	6154 	6634 
PSEN2	2022 	2422 	1799 	1438 	181 	103 
ORMDL1	5689 	3670 	3398 	3028 	4033 	2945 
PDF	161 	166 	129 	106 	101 	156 
NLGN1	1693 	2048 	1915 	1211 	1091 	1167 
LMAN2	5433 	3727 	3223 	2965 	4213 	3610 
RALY	6582 	4936 	4025 	3728 	7737 	7868 
VN1R48P	24 	54 	26 	25 	6 	4 
PPP1R8	2675 	2609 	1771 	1711 	3055 	3753 
RN7SL832P	144 	79 	106 	72 	110 	152 
CDC123	3042 	2422 	2021 	1770 	1848 	2308 
SPDYE9P	47 	20 	24 	22 	11 	10 
SRSF12	1010 	1030 	671 	661 	1212 	1272 
FZD8	1120 	866 	331 	644 	66 	30 
KCNK17	63 	10 	44 	24 	11 	1 
UPF3AP3	70 	14 	23 	27 	17 	20 
PPP6R2	4808 	4633 	3311 	3059 	7696 	6084 
C3orf33	477 	339 	348 	264 	102 	129 
ELP5	1258 	872 	758 	690 	1146 	1196 
MTRNR2L2	32 	29 	20 	20 	47 	45 
BVES	551 	478 	225 	334 	3474 	2905 
PSMC3IP	549 	743 	481 	419 	1341 	1607 
CACFD1	4540 	3036 	2877 	2457 	2650 	3710 
IFNGR2	6581 	3541 	2616 	3283 	2154 	1892 
TNFRSF10D	406 	401 	279 	262 	10 	31 
MRPL43	1639 	1139 	1108 	901 	919 	938 
SMAD6	871 	501 	342 	445 	401 	106 
PLEK2	631 	527 	404 	376 	15 	17 
FARSB	3952 	3400 	2762 	2386 	4819 	5196 
STEAP3	943 	1312 	545 	732 	17917 	11291 
PTER	1703 	2110 	1157 	1238 	440 	500 
TCEA1	14409 	14227 	11263 	9296 	9398 	9261 
C11orf71	34 	22 	23 	18 	22 	19 
ZWILCH	2708 	2359 	1650 	1645 	5102 	4032 
SNX17	6430 	5558 	4342 	3893 	2734 	3591 
EMC3	3557 	2630 	2121 	2010 	2210 	2157 
BET1	1688 	1007 	848 	876 	588 	471 
ARMCX5	1863 	2047 	1185 	1271 	593 	1008 
ODAM	5 	23 	34 	9 	1 	0 
ENG	1125 	1935 	1150 	995 	109 	84 
LFNG	2102 	3327 	1001 	1765 	4685 	2454 
TSC22D4	3095 	2909 	1803 	1952 	1207 	1457 
ENKD1	1123 	546 	462 	543 	845 	594 
RFC4	1438 	1057 	868 	812 	3569 	3816 
LIN28B	175 	201 	120 	122 	1816 	2194 
OCIAD1	10535 	7516 	6839 	5876 	5647 	5320 
GNA11	11524 	9418 	7430 	6817 	15492 	14794 
DPCD	677 	354 	257 	336 	446 	426 
NDUFB2-AS1	119 	77 	71 	64 	76 	84 
EPHA3	5 	47 	31 	17 	783 	491 
SGSM3	5297 	4492 	3685 	3188 	6458 	4289 
KIAA1244	42360 	67810 	48916 	35878 	9292 	7501 
SEC23B	5460 	6934 	5212 	4036 	4997 	5966 
C9orf169	402 	270 	291 	219 	222 	161 
AK2	7336 	6562 	4965 	4527 	5800 	6074 
ATG10	1267 	974 	820 	730 	1281 	1362 
XRCC6	8010 	7896 	5924 	5184 	18512 	20188 
PANK3	8729 	13906 	7539 	7378 	15554 	18444 
ZCCHC17	2571 	1263 	1130 	1250 	1929 	1525 
GCDH	2211 	2016 	1995 	1378 	1355 	1214 
FLOT1	7549 	5081 	4259 	4118 	4600 	4471 
METAP1	3983 	4230 	2696 	2678 	3544 	3625 
C6orf203	922 	542 	508 	478 	437 	416 
PMPCB	6841 	6350 	4632 	4303 	4038 	4657 
EIF2B4	3760 	3310 	2813 	2306 	2894 	3158 
NR2F2	4471 	5050 	3525 	3106 	15148 	10996 
SLC26A2	9275 	17434 	14351 	8715 	1843 	1831 
IKBKG	176 	312 	157 	159 	265 	233 
EIF5B	12720 	8959 	6359 	7075 	9544 	9760 
NOSTRIN	87 	119 	68 	67 	292 	376 
DUS3L	2352 	2400 	1618 	1552 	3124 	3529 
SSB	5312 	4497 	3079 	3204 	4424 	4406 
BARD1	3114 	4657 	4810 	2539 	4141 	3681 
HNRNPA1	39649 	36771 	28005 	24965 	57161 	79145 
RPL7AP26	23 	28 	24 	17 	46 	68 
RHOQP1	68 	65 	47 	44 	66 	90 
ZSCAN16	923 	531 	487 	475 	484 	646 
RPL22	15999 	17096 	11304 	10814 	8920 	15201 
SRRT	9926 	8475 	7181 	6014 	12489 	15462 
SCP2	15095 	10710 	9350 	8434 	5119 	4118 
ZNF275	3628 	4649 	2895 	2705 	3209 	3916 
ITGB1BP2	129 	43 	63 	56 	119 	100 
IGFLR1	51 	45 	48 	31 	58 	35 
